epoch,train_loss_scaled_mse,train_rmse,train_r,val_rmse,val_r,version,seed
9,0.8800246743485332,1.794298573323255,0.36854482005087746,1.4324473839620082,0.4588485666148857,V1 local_delta available-graph GNN,44
10,0.9027744295696417,1.7837901308685016,0.37708970081334386,1.3965575900770653,0.47964602723618993,V1 local_delta available-graph GNN,44
11,0.8880803206314644,1.7768864292536155,0.39087063840411285,1.4229383202431005,0.4523440928667139,V1 local_delta available-graph GNN,44
12,0.8669796058287224,1.760402111605564,0.4095641704818031,1.3925274921373278,0.47117050079301465,V1 local_delta available-graph GNN,44
13,0.8583252672106028,1.7595786395735502,0.4091114089992253,1.373415498682041,0.5001681796277295,V1 local_delta available-graph GNN,44
14,0.8490878995507956,1.7173162099627777,0.46596663939349375,1.4152128842902574,0.4564708600139637,V1 local_delta available-graph GNN,44
15,0.8131593000143766,1.6982854477710574,0.47330994961229095,1.3718966652521989,0.4661180133467738,V1 local_delta available-graph GNN,44
16,0.812316706093649,1.6769037210612576,0.4937431910370776,1.4300039868684957,0.4208209042786935,V1 local_delta available-graph GNN,44
17,0.8099923071761926,1.7184857795084831,0.4880850068632219,1.4093023251644787,0.40893023191635963,V1 local_delta available-graph GNN,44
18,0.7664797796557347,1.6879372827248638,0.49049412539671505,1.4213164427738065,0.4513757333076704,V1 local_delta available-graph GNN,44
19,0.7591535408670703,1.6125339019808516,0.5537033563155617,1.414579985907746,0.42644523076430096,V1 local_delta available-graph GNN,44
20,0.7273165493582686,1.6202570118103585,0.5703642421693894,1.4400059898292774,0.37849895345956874,V1 local_delta available-graph GNN,44
21,0.7182365817328294,1.5741554804990308,0.5804099209489249,1.3861867049253147,0.4313054220100636,V1 local_delta available-graph GNN,44
22,0.7380450566609701,1.548335537254981,0.6011444420880339,1.4352959908474379,0.3899356143208547,V1 local_delta available-graph GNN,44
23,0.694566970380644,1.5473883167448783,0.6073465267344209,1.4925721991625989,0.30841460285239747,V1 local_delta available-graph GNN,44
1,1.0110794138163328,1.9089022923936962,0.2569499891035463,1.6339490816265594,0.30873475254432925,V2 local_delta + condition feats available-graph GNN,42
2,0.963322359447678,1.8663160987084748,0.29044952123365714,1.544917320570102,0.3932320349511891,V2 local_delta + condition feats available-graph GNN,42
3,0.92110057733953,1.8227483455590874,0.33728781854826767,1.4451252527343459,0.4182212667049368,V2 local_delta + condition feats available-graph GNN,42
4,0.9013811312615871,1.7988782410385324,0.37579699533856487,1.4667626964621008,0.40424288466807135,V2 local_delta + condition feats available-graph GNN,42
5,0.8764900577565035,1.7658037917108014,0.40741313232045967,1.4273782751951636,0.41849079932367217,V2 local_delta + condition feats available-graph GNN,42
6,0.8590180917332569,1.7271815723625286,0.45111290629934003,1.4421001605222592,0.40087017570022715,V2 local_delta + condition feats available-graph GNN,42
7,0.8342035158226887,1.690800086727982,0.486136937785597,1.4719993473449746,0.3762076741125415,V2 local_delta + condition feats available-graph GNN,42
8,0.8107043023531636,1.6610730921855204,0.5092427741251918,1.4373651453055132,0.3838992546135885,V2 local_delta + condition feats available-graph GNN,42
9,0.7717774892225862,1.623577097650324,0.5500914732980569,1.4666294462881346,0.35964051240290196,V2 local_delta + condition feats available-graph GNN,42
10,0.7521642223000526,1.6082874477123104,0.5727445489358769,1.4942588317764862,0.28305464824903154,V2 local_delta + condition feats available-graph GNN,42
11,0.7168896899869045,1.574039219798016,0.5820552086323453,1.5038217487969439,0.33037364712995354,V2 local_delta + condition feats available-graph GNN,42
12,0.7086227756614486,1.589119924676539,0.5867400901323243,1.577037472973652,0.34222361541503776,V2 local_delta + condition feats available-graph GNN,42
13,0.6940773629272977,1.5241945423695613,0.6147197181187206,1.5185226461924297,0.32835171729773777,V2 local_delta + condition feats available-graph GNN,42
1,1.0394337475299835,1.878099284704118,0.2773156543155497,1.5649888794002396,0.4250706265585975,V2 local_delta + condition feats available-graph GNN,43
2,0.9364986078192791,1.83587488025085,0.31743450850326266,1.4467076738304017,0.42446264995000327,V2 local_delta + condition feats available-graph GNN,43
3,0.9092140284677347,1.8075408487106264,0.3527542459573839,1.4302840535544254,0.4330019868854819,V2 local_delta + condition feats available-graph GNN,43
4,0.8826000423481067,1.7848341264117473,0.3904166169557604,1.4402554468054,0.43546625916002785,V2 local_delta + condition feats available-graph GNN,43
5,0.8737638002882401,1.7507465835412757,0.42820411160709293,1.4393428573937184,0.42827747383195186,V2 local_delta + condition feats available-graph GNN,43
6,0.839650347828865,1.7146247377396788,0.4616379950882765,1.4124196884776796,0.4128206922914925,V2 local_delta + condition feats available-graph GNN,43
7,0.8254126889320711,1.6925544880471055,0.49001148045662435,1.4498986339772268,0.39514416665613783,V2 local_delta + condition feats available-graph GNN,43
8,0.7792349150404334,1.6587928805503453,0.5145427788114987,1.4416661488918905,0.38921238584911955,V2 local_delta + condition feats available-graph GNN,43
9,0.764090525607268,1.6399950975375968,0.531818481308338,1.5104573353755257,0.36475682603223963,V2 local_delta + condition feats available-graph GNN,43
10,0.7535316785797477,1.6255559171226144,0.5444455086188202,1.5205933037168513,0.3638133531988867,V2 local_delta + condition feats available-graph GNN,43
11,0.7350216420988241,1.596261564543037,0.5632279028142252,1.496407918656781,0.36206622449621295,V2 local_delta + condition feats available-graph GNN,43
12,0.710238910590609,1.579838172918862,0.5745834816766008,1.5042641867883535,0.3696410163139898,V2 local_delta + condition feats available-graph GNN,43
13,0.787423739520212,1.5618844372466958,0.5943264245952871,1.5074826274663355,0.37081665238011313,V2 local_delta + condition feats available-graph GNN,43
14,0.6820524552216133,1.538124713287638,0.6041960516595609,1.4714981305867716,0.3736288920968097,V2 local_delta + condition feats available-graph GNN,43
1,0.9860732834786177,1.887553384283033,0.2920175595713577,1.5834923680154351,0.39277276571599756,V2 local_delta + condition feats available-graph GNN,44
2,0.9449789896607399,1.8390871055000961,0.3275272772363358,1.4758881337488896,0.4167636664007719,V2 local_delta + condition feats available-graph GNN,44
3,0.9047396993264556,1.7964062716355382,0.3785917215484327,1.433388129705353,0.4465380047275835,V2 local_delta + condition feats available-graph GNN,44
4,0.8782826128105322,1.768542633112442,0.4057703670579644,1.409618343153957,0.44413511775253367,V2 local_delta + condition feats available-graph GNN,44
5,0.8579297034690777,1.737551394313967,0.44363492656117537,1.4358215684726434,0.4207906512277734,V2 local_delta + condition feats available-graph GNN,44
6,0.8265690958748261,1.6903291554596405,0.489598909086278,1.4271022916485252,0.4076600081544033,V2 local_delta + condition feats available-graph GNN,44
7,0.799453324948748,1.6622129676230546,0.5254421200458476,1.4994658793835802,0.361214869911799,V2 local_delta + condition feats available-graph GNN,44
8,0.748354290301601,1.618571979756778,0.5484121400756633,1.484666472613679,0.3508396825490237,V2 local_delta + condition feats available-graph GNN,44
9,1.2134688679749768,1.5937101910615612,0.5703755582989065,1.5229766387905805,0.3647686305147017,V2 local_delta + condition feats available-graph GNN,44
10,0.7182936687022448,1.5637524087775738,0.5968650665185427,1.4752831252264935,0.3456636030528318,V2 local_delta + condition feats available-graph GNN,44
11,0.7008009140069286,1.5399813953106047,0.6069429277378376,1.5113234566603473,0.3611002099020022,V2 local_delta + condition feats available-graph GNN,44
12,0.6648683942233523,1.5183392684379393,0.6210660744589669,1.5509410819309783,0.3398808844965053,V2 local_delta + condition feats available-graph GNN,44
1,0.978369815585514,1.893975900085897,0.28953521709576524,1.5775411261336305,0.4360996377302168,V3 local + global + condition feats available-graph GNN,42
2,0.9470526839916905,1.8463223029213771,0.30668285183450805,1.4742665821437992,0.4050092049542167,V3 local + global + condition feats available-graph GNN,42
3,0.908781188695381,1.8078953904521826,0.35918166653068,1.4267514415568185,0.4211534813658799,V3 local + global + condition feats available-graph GNN,42
4,0.8597318441607058,1.7618471139771674,0.4152528453862409,1.3940146775624698,0.41599074054021706,V3 local + global + condition feats available-graph GNN,42
5,0.8634593853106102,1.7298129082067255,0.45025463678405314,1.4018004592113305,0.4190675973890568,V3 local + global + condition feats available-graph GNN,42
6,0.8209010157734156,1.6965628279718334,0.4857004975922898,1.4339712682818524,0.4097737686091552,V3 local + global + condition feats available-graph GNN,42
7,0.8025954067707062,1.655114073445299,0.5313094326455224,1.4161879076309392,0.3947405693797486,V3 local + global + condition feats available-graph GNN,42
8,0.7588855636616548,1.6183026017585014,0.5471747482888326,1.4676260215846253,0.37872054694362434,V3 local + global + condition feats available-graph GNN,42
9,0.7296177446842194,1.5766633265009669,0.5791564040294112,1.465785926793256,0.36188703737794214,V3 local + global + condition feats available-graph GNN,42
10,0.7152010360732675,1.5478147571389518,0.5978949340036994,1.4538887647007666,0.3689826769110787,V3 local + global + condition feats available-graph GNN,42
11,0.6739086285233498,1.512037718312556,0.635013634813334,1.5187162107413235,0.31832607343383984,V3 local + global + condition feats available-graph GNN,42
12,0.8056458706657091,1.4770701520720821,0.6476757741135599,1.508561556808089,0.33020243656270476,V3 local + global + condition feats available-graph GNN,42
1,0.9769396552195152,1.881849822209274,0.2657879105820789,1.5734992966640506,0.3315422206603021,V3 local + global + condition feats available-graph GNN,43
2,0.94703733548522,1.8520560610850545,0.2945103059977878,1.495494025954532,0.37693712512997724,V3 local + global + condition feats available-graph GNN,43
3,0.9091998127599558,1.8256982339869858,0.32502608730051014,1.411300875261065,0.4028894603672385,V3 local + global + condition feats available-graph GNN,43
4,0.895061527689298,1.7887040473512001,0.38316913347050113,1.4208890472554074,0.4253589072845369,V3 local + global + condition feats available-graph GNN,43
5,0.8561398716022571,1.7570872577125352,0.4164129018616514,1.4410905281771356,0.4202954885456932,V3 local + global + condition feats available-graph GNN,43
6,0.8403336894698441,1.727159525712432,0.46340144659780896,1.5175462495756336,0.3795610710175818,V3 local + global + condition feats available-graph GNN,43
7,0.8304899338011941,1.6779199355766294,0.5121199189709412,1.456102989655852,0.3706793081459987,V3 local + global + condition feats available-graph GNN,43
8,0.7847654751191536,1.6501841958568833,0.5244309240501568,1.4745776143480192,0.38673778572992656,V3 local + global + condition feats available-graph GNN,43
9,0.7463016671439012,1.603383676057217,0.5638838464377944,1.4786116985542295,0.34035327804328597,V3 local + global + condition feats available-graph GNN,43
10,0.7362230289727449,1.6115761412694243,0.5651075446603302,1.5569041782458333,0.34581952905980406,V3 local + global + condition feats available-graph GNN,43
11,0.734044331436356,1.5496174240915028,0.6023005288036712,1.4851581304353618,0.3708022456018768,V3 local + global + condition feats available-graph GNN,43
1,0.9932764557500681,1.8876147152746892,0.2780614530986809,1.6036131598580867,0.3876468713783698,V3 local + global + condition feats available-graph GNN,44
2,0.9673922620713711,1.834576533523336,0.31754344195378054,1.4493113521048315,0.43065035364803406,V3 local + global + condition feats available-graph GNN,44
3,0.8981839331487814,1.8036200213397708,0.3576976468152059,1.400921557750232,0.4540496964622649,V3 local + global + condition feats available-graph GNN,44
4,0.9045570908735195,1.7778808246036788,0.3907674854019959,1.4471298850332994,0.42567240316023897,V3 local + global + condition feats available-graph GNN,44
5,0.8572529579202334,1.7553663826011625,0.41545665208508104,1.4050417544705982,0.41694835200864094,V3 local + global + condition feats available-graph GNN,44
6,0.8408538233488798,1.7300643548766805,0.4466543244930695,1.4585614035824925,0.4085739889250004,V3 local + global + condition feats available-graph GNN,44
7,0.8203593697398901,1.7019811859981413,0.47896596310155476,1.4626549146499195,0.39085019737867455,V3 local + global + condition feats available-graph GNN,44
8,0.7895478224381804,1.6675791308070902,0.5064901285074955,1.456629858235622,0.39638496858308636,V3 local + global + condition feats available-graph GNN,44
9,0.773001114372164,1.6254289778290405,0.5462886114872892,1.4336165537939323,0.3801306432607602,V3 local + global + condition feats available-graph GNN,44
10,0.7441606180121502,1.6242305709844445,0.5476179407818809,1.4743724155446312,0.39603043167565943,V3 local + global + condition feats available-graph GNN,44
11,0.7113983882591128,1.5654695694812168,0.5864219999986044,1.457817352172838,0.3768053288428354,V3 local + global + condition feats available-graph GNN,44
1,0.9385818705344812,1.860123041375586,0.2887652468980606,1.5041720962047131,0.4529896723310098,V4 structure-only distance-aware GNN,42
2,0.9039279191921918,1.8066236164690097,0.34140178991996156,1.3855739518879941,0.48739902279771996,V4 structure-only distance-aware GNN,42
3,0.9309133711533669,1.7695106619502892,0.3721191416789715,1.2428005010675551,0.508547898146716,V4 structure-only distance-aware GNN,42
4,0.8326458766674384,1.7317140823597623,0.4209164565469544,1.2628954264126804,0.5089956716556986,V4 structure-only distance-aware GNN,42
5,0.8002413942789038,1.7070390264904454,0.44722382992754117,1.2425342256773713,0.5060385030622856,V4 structure-only distance-aware GNN,42
6,0.7693996145748175,1.6737392987964947,0.47916373227544423,1.295417712897256,0.4934983007110215,V4 structure-only distance-aware GNN,42
7,0.7516701956972097,1.6474546870378535,0.5120585283457115,1.2088545514821578,0.49938455968985224,V4 structure-only distance-aware GNN,42
8,0.7511113381061034,1.6180005300558378,0.535559244846531,1.2765101388768785,0.4630984234200111,V4 structure-only distance-aware GNN,42
9,0.7171332765943729,1.5901640097084233,0.5589061635874756,1.2542787955506067,0.474668365793822,V4 structure-only distance-aware GNN,42
10,0.6985739496273872,1.568291744270465,0.5831044379326019,1.2749322160083378,0.45387695726403254,V4 structure-only distance-aware GNN,42
11,0.7292921004387048,1.5522809617528235,0.5874847015230007,1.2514547473605322,0.4691267045714349,V4 structure-only distance-aware GNN,42
12,0.668305590772667,1.5229956875593482,0.6026689388228158,1.2934288821873692,0.46820986878104737,V4 structure-only distance-aware GNN,42
13,0.660787840684255,1.507549976282013,0.6063760511895085,1.2562101882715802,0.4974600391798313,V4 structure-only distance-aware GNN,42
14,0.6381573875745138,1.4747181802920233,0.6298641334330681,1.2779024956676273,0.4890911933799659,V4 structure-only distance-aware GNN,42
15,0.6099102810407296,1.4567270119547575,0.6488909719099005,1.2671840387571884,0.47005171574187093,V4 structure-only distance-aware GNN,42
1,0.9443265142349097,1.8613399261555859,0.3226275767645837,1.5487342624825553,0.48921528480613646,V4 structure-only distance-aware GNN,43
2,0.9036562224993339,1.8179219493678147,0.3241884299105637,1.3797778568812897,0.504595998415379,V4 structure-only distance-aware GNN,43
3,0.8782474771142006,1.7825895108249978,0.34897320848736263,1.2701368373211361,0.5183628844331063,V4 structure-only distance-aware GNN,43
4,0.905355786665892,1.749195204514254,0.3866508969120485,1.2213851711878927,0.5481374827624678,V4 structure-only distance-aware GNN,43
5,0.820601833339494,1.7252541146300655,0.42660946470431266,1.2815058616578454,0.5478012181244153,V4 structure-only distance-aware GNN,43
6,0.7926994692056607,1.6995350341988944,0.44476606991957035,1.231086655521046,0.5592777284372638,V4 structure-only distance-aware GNN,43
7,0.7885995759413793,1.6739045234885963,0.47604709744190205,1.2414262890389955,0.532282953088266,V4 structure-only distance-aware GNN,43
8,0.7609993827362092,1.6599392552210683,0.4904534129896593,1.3095201175701017,0.5143188542412668,V4 structure-only distance-aware GNN,43
9,0.7593105572920579,1.6320767834015677,0.5137147171632171,1.2615302767591858,0.5130916875807661,V4 structure-only distance-aware GNN,43
10,0.7197478350060873,1.6049134949072503,0.5367883097237602,1.2040643113870777,0.5165562428641256,V4 structure-only distance-aware GNN,43
11,0.7257076326089028,1.5880224711358746,0.5659504047442715,1.2643375327315043,0.48404112762668616,V4 structure-only distance-aware GNN,43
12,0.6933296359120271,1.5675594100801884,0.5646766270786937,1.2797961576614776,0.4785977736752494,V4 structure-only distance-aware GNN,43
13,0.6818168411652247,1.5436811303421996,0.5904691602000881,1.2689734854272328,0.48849550317506685,V4 structure-only distance-aware GNN,43
14,0.6917586769813147,1.521778104233526,0.6014988110882101,1.2280716824773394,0.4996823774024021,V4 structure-only distance-aware GNN,43
15,0.6572102795426662,1.5065281456028885,0.614873890499251,1.2730688525444551,0.47941437598132625,V4 structure-only distance-aware GNN,43
16,0.6328971657233361,1.4881501341967556,0.6258219127498592,1.262725029317185,0.4841530566467087,V4 structure-only distance-aware GNN,43
17,0.6383685851708437,1.4675334719848625,0.6379490780976064,1.2726357335263854,0.4742123991718296,V4 structure-only distance-aware GNN,43
18,0.616301410091229,1.4610763114195628,0.6411402891131607,1.3185266417958024,0.47901780034569863,V4 structure-only distance-aware GNN,43
1,0.936242536856578,1.8510452800018506,0.3119682559115158,1.4789571367413583,0.47520124058076396,V4 structure-only distance-aware GNN,44
2,0.9073836516875488,1.803206207978593,0.33691985889290826,1.3212512881440817,0.49595787790860685,V4 structure-only distance-aware GNN,44
3,0.8618564880811251,1.7654974341322298,0.37101158903097325,1.22192083945887,0.525155478293527,V4 structure-only distance-aware GNN,44
4,0.8530823855828016,1.7337709429820247,0.4054271334667195,1.250415788957535,0.5192471096073511,V4 structure-only distance-aware GNN,44
5,0.8224459003943664,1.7110731414368585,0.4277476915828001,1.2327405263426208,0.5169743937154988,V4 structure-only distance-aware GNN,44
6,0.7984110151345913,1.696752933460889,0.4454600959948549,1.2483277924342657,0.5083688586734371,V4 structure-only distance-aware GNN,44
7,0.7701390393746969,1.682776483122591,0.4612172420157379,1.207015542270562,0.5174799301329311,V4 structure-only distance-aware GNN,44
8,0.7653674000921922,1.6628393704600655,0.48393058656873206,1.2192763196938032,0.5088104141568528,V4 structure-only distance-aware GNN,44
9,0.7560692842190082,1.638789943648438,0.5121139482435189,1.2995502050885162,0.4760108911729637,V4 structure-only distance-aware GNN,44
10,0.7386076750281529,1.6261096196531155,0.525950810142614,1.2179248714276003,0.49475385624320606,V4 structure-only distance-aware GNN,44
11,0.7410345100439512,1.5934664697683096,0.546372906850232,1.2757927382744652,0.4708139089950198,V4 structure-only distance-aware GNN,44
12,0.692323420722133,1.5825695774387196,0.5594901637851598,1.3286888755173174,0.48015397657020153,V4 structure-only distance-aware GNN,44
13,0.6920013221410605,1.5506823768055482,0.582651925472412,1.2853421501067726,0.4692308136981232,V4 structure-only distance-aware GNN,44
14,0.6727280582372959,1.5414289720228125,0.6022228950261949,1.25704710464256,0.4622892348333441,V4 structure-only distance-aware GNN,44
15,0.6599649966527255,1.5157661232018211,0.6071842688880278,1.2704283081302574,0.49326268541096113,V4 structure-only distance-aware GNN,44
