version,n_seeds,params,best_epoch_mean,train_rmse_mean,val_rmse_mean,test_rmse_mean,test_rmse_std,test_mae_mean,test_r_mean,test_r_std,test_y_true_std,test_y_pred_std_mean,test_pred_std_ratio_mean,test_pred_vs_true_slope_mean,test_residual_vs_true_slope_mean
V1 local_delta available-graph GNN,3,14833,12.666666666666666,1.729075137958161,1.4173198294147096,1.615211541369205,0.023463683082015838,1.112589327838969,0.37813299762972846,0.044213021197602224,1.7342028786729642,0.6055724312079492,0.34919353361432637,0.13237810473014996,-0.8676218952698513
V2 local_delta + condition feats available-graph GNN,3,17905,5.0,1.749657054261491,1.4164721022756002,1.554667818762973,0.024622745170253462,1.0616128512698093,0.4507969806843028,0.02351727947743689,1.7342028786729642,0.6518543447919004,0.37588124942492795,0.1700833506543313,-0.8299166493456699
V3 local + global + condition feats available-graph GNN,3,20209,3.3333333333333335,1.797055123158141,1.4020790368579223,1.6090196453720444,0.01611795373340214,1.103834565096342,0.37833099734944886,0.01968471100876357,1.7342028786729642,0.5788948533927364,0.3338103404808754,0.12654659628136575,-0.8734534037186356
